num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,likeability_to_cue,goal_value
1,0,acte,acte,acte,0.0,acte_0,pénal,0.43596431612968445,0.9852813323394586,0.34388052017861026,0.7366975906471226,0.0,0.9911346972318243
1,0,acte,acte,acte,0.0,acte_0,décision,0.42562857270240784,0.8330692294875028,0.4022891689682525,0.666220586239611,0.0,0.9911346972318243
1,1,acte,pénal,pénal,0.43639072335382456,pénal_1,civil,0.6384344100952148,0.8760270037211538,0.1475213101971524,0.5791696502250475,0.7650460289585056,0.9911346972318243
1,1,acte,pénal,pénal,0.43639072335382456,pénal_1,civil,0.6384344100952148,1.0,0.2985213101971524,0.7243108355722424,0.7650460289585056,0.9911346972318243
1,2,acte,civil,civil,-0.13031524206107092,civil_2,droit,0.5829612016677856,0.958981302802337,0.2439363363549694,0.67116919219922,0.7027857816841605,0.9483027635999093
1,2,acte,civil,civil,-0.13031524206107092,civil_2,judiciaire,0.6455253958702087,0.830250801067782,0.28002382571475376,0.6159962178074548,0.7027857816841605,0.9483027635999093
1,3,acte,droit,droit,-0.6995986349112433,droit_3,juridiction,0.6288564205169678,0.8224530769195447,0.2316031458998882,0.5855464174138397,0.7338824867835736,0.9073218140408681
1,3,acte,droit,droit,-0.6995986349112433,droit_3,loi,0.6076081991195679,0.9952560820479767,0.34113632083372253,0.7308742725915818,0.7338824867835736,0.9073218140408681
1,4,acte,loi,loi,-0.24371052027356488,loi_4,obligation,0.6204394102096558,0.8831404035591798,0.2809562849338054,0.6410435553056136,0.6497342228935855,0.8681118581889267
1,4,acte,loi,loi,-0.24371052027356488,loi_4,ordonnance,0.6159387230873108,0.8924639807247906,0.2928225969538195,0.6569072379087911,0.6497342228935855,0.8681118581889267
1,5,acte,ordonnance,ordonnance,-0.7965116753435988,ordonnance_5,relative,0.6332032084465027,0.8471564454212868,0.15184188941012275,0.5494571569661901,0.698841928373232,0.8305963624658166
1,5,acte,ordonnance,ordonnance,-0.7965116753435988,ordonnance_5,relative,0.6332032084465027,0.8291564454212869,0.31184188941012275,0.6215408527395684,0.698841928373232,0.8305963624658166
1,6,acte,relative,relative,-1.3487755527751608,relative_6,législation,0.6625314950942993,0.9474053628421546,0.319248606980443,0.6893085519649578,0.7514176236576205,0.794702100695537
1,6,acte,relative,relative,-1.3487755527751608,relative_6,législation,0.6625314950942993,0.9524053628421546,0.17724860698044304,0.6361478520815039,0.7514176236576205,0.794702100695537
1,7,acte,législation,législation,-0.8751239399578057,législation_7,décret,0.6982353925704956,0.9121716711579096,0.2196203727731183,0.6242444620006833,0.6560288395905217,0.7603590111748065
1,7,acte,législation,législation,-0.8751239399578057,législation_7,instituer,0.6936361193656921,1.0,0.21153916811927598,0.6790492193905577,0.6560288395905217,0.7603590111748065
1,8,acte,instituer,instituer,-1.395451387903868,instituer_8,obligation,0.6498958468437195,0.9660311541352126,0.26425350733455477,0.6815223275244693,0.6992824525318772,0.727500059920222
1,8,acte,instituer,instituer,-1.395451387903868,instituer_8,régir,0.6521419286727905,0.8844401783255709,0.24183016248664724,0.6303071866668225,0.6992824525318772,0.727500059920222
1,9,acte,obligation,obligation,-0.9069458210028061,obligation_9,disposition,0.7291694283485413,0.8883597392771811,0.16192246073616426,0.6014697525253967,0.6647608404389622,0.696061109825199
1,9,acte,obligation,obligation,-0.9069458210028061,obligation_9,relatif,0.6813825368881226,1.0,0.21730798507822446,0.6780719739711091,0.6647608404389622,0.696061109825199
1,10,acte,relatif,relatif,-1.4114431049663285,relatif,,,,,,0.7673439744395318,0.6659807954712997
