num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,embrasser,0.4548386037349701,0.8353733295697816,0.317539884908595,0.7140976500142646,1.0,1.0,0.0,0.0,1.019852330808644
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,visage,0.5658822059631348,0.9519313718921869,0.3799716475339122,0.8221940076163152,1.0,1.0,0.0,0.0,1.019852330808644
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,bras,0.49425604939460754,0.8334253775274827,0.2843855096557701,0.7067569494529684,1.0,1.0,0.0,0.0,1.019852330808644
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,baiser,0.5750658512115479,0.9930141697793543,0.23102777732915053,0.8009745057819095,1.0,1.0,0.0,0.0,1.019852330808644
1,0,lèvre,lèvre,lèvre,0.0,lèvre_0,sourire,0.646209180355072,0.8633715562432809,0.2845903184454461,0.7308923137545422,1.0,1.0,0.0,0.0,1.019852330808644
1,1,lèvre,visage,visage,0.4505854192019178,visage_1,baiser,0.5562448501586914,1.0,0.3602366321168063,0.850015831075385,0.56588214635849,0.8709313650003605,0.28897168619167324,0.7280114737192713,1.019852330808644
1,1,lèvre,visage,visage,0.4505854192019178,visage_1,main,0.5241847038269043,0.8834354451396869,0.3243144770762232,0.7533634691991637,0.56588214635849,0.8709313650003605,0.28897168619167324,0.7280114737192713,1.019852330808644
1,1,lèvre,visage,visage,0.4505854192019178,visage_1,peau,0.5035229325294495,0.9753523457209102,0.34712510144437114,0.8332533312117971,0.56588214635849,0.8709313650003605,0.28897168619167324,0.7280114737192713,1.019852330808644
1,1,lèvre,visage,visage,0.4505854192019178,visage_1,bras,0.5440685153007507,0.9745095505982857,0.22919646940377536,0.7953677464384621,0.56588214635849,0.8709313650003605,0.28897168619167324,0.7280114737192713,1.019852330808644
1,1,lèvre,visage,visage,0.4505854192019178,visage_1,poitrine,0.5255676507949829,0.8685768215137504,0.22139690505757512,0.7164279624042834,0.56588214635849,0.8709313650003605,0.28897168619167324,0.7280114737192713,1.019852330808644
1,2,lèvre,baiser,baiser,0.908126294268603,baiser_2,bouche,0.5896992683410645,0.8118359867687021,0.34960362524893057,0.7090106586755497,0.5750658512115479,0.9620141697793544,0.35602777732915053,0.8159367989973874,0.9851839495289092
1,2,lèvre,baiser,baiser,0.908126294268603,baiser_2,cou,0.5496259927749634,0.8481092583283437,0.32255703172877176,0.723738951783458,0.5750658512115479,0.9620141697793544,0.35602777732915053,0.8159367989973874,0.9851839495289092
1,2,lèvre,baiser,baiser,0.908126294268603,baiser_2,doux,0.5070338845252991,0.8157038060587405,0.3257643228257142,0.6986532486542423,0.5750658512115479,0.9620141697793544,0.35602777732915053,0.8159367989973874,0.9851839495289092
