num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,likeability_to_cue,goal_value
1,0,avis,avis,avis,0.0,avis_0,consultatif,0.4490624964237213,0.8357476529170729,0.3995975542005087,0.6323076716970343,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,compétent,0.44413429498672485,0.842204202802376,0.3110767729232418,0.5840842251291137,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,notifier,0.4421377182006836,0.8099813012855362,0.2774909138510162,0.5499242616728838,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,commission,0.43250563740730286,0.9458815999505811,0.42335130190808135,0.693715952796415,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,défavorable,0.431703120470047,0.9617880300641488,0.40392579378062377,0.6996485873013636,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,décision,0.42878368496894836,0.8774449377260066,0.29701954968214705,0.5896384792685962,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,émettre,0.4267100393772125,0.8371985986924161,0.3965104135212811,0.6283659844322991,0.0,0.9915118229532525
1,0,avis,avis,avis,0.0,avis_0,conseil,0.4265080392360687,0.9291744818043736,0.309655808139566,0.6216603511935843,0.0,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,favorable,0.6716322898864746,1.0,0.27148467370403767,0.6309623742332315,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,émettre,0.5221665501594543,0.8882297250154124,0.32265497179575,0.6188290054150654,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,décision,0.48928987979888916,0.9759275137531598,0.2657586220655675,0.6212833746417527,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,amendement,0.46562451124191284,0.8375137063692493,0.38701918378310735,0.6229137448461511,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,commission,0.4613417685031891,0.9030648490863179,0.3699968075442964,0.6448053270944349,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,rapporteur,0.46062976121902466,0.8789897467359555,0.32949292734672064,0.6144378024474918,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,appréciation,0.4480043351650238,0.8356317461132148,0.3093432474720533,0.5844720002396679,0.7104514129410667,0.9915118229532525
1,1,avis,défavorable,défavorable,0.4270341910870278,défavorable_1,notifier,0.428540974855423,0.9504162201088027,0.3841938889482177,0.67950287905688,0.7104514129410667,0.9915118229532525
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,notification,0.6199655532836914,0.9630683701231476,0.33925792886268286,0.6550970076734064,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,décision,0.5955415964126587,0.9926007066170732,0.21685541034280548,0.6063499400208106,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,favorable,0.583452582359314,0.8380426881741593,0.2776199944754777,0.5640389009941749,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,délai,0.5530716776847839,0.8934865459826111,0.38330602738328495,0.6496333403190412,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,demande,0.5421362519264221,0.8273033988568766,0.24246449018783583,0.5434386512612904,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,compétent,0.5397850871086121,0.8200540774517026,0.2950092925153962,0.5644514147996696,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,commission,0.5390560030937195,0.9489770902004657,0.3364887533015311,0.6451496123115679,0.6047178862591396,0.8865158827850357
1,2,avis,notifier,notifier,-0.15096804488706528,notifier_2,émettre,0.538607120513916,1.0,0.26878404894684355,0.6299474302738575,0.6047178862591396,0.8865158827850357
1,3,avis,notification,notification,-0.7088227636649725,notification_3,délai,0.6454188227653503,0.888232024625134,0.21509139382508738,0.5622875387175974,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,décision,0.6043288111686707,0.9637955615562124,0.1872313941547204,0.5830844784332991,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,demande,0.6022909283638,0.8805134700927935,0.29353432467064466,0.5981810974270436,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,intéressé,0.5847975015640259,0.8162114457098373,0.25075446736489326,0.5314097104657531,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,compétent,0.5701678991317749,0.9814313587634514,0.38219481458224613,0.688397729606811,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,statuer,0.5635082721710205,0.8186582047624072,0.30951216746588783,0.5789789225687592,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,expiration,0.5575692653656006,0.8659858832110948,0.3893739023425139,0.6385946455416996,0.6896969632509405,0.792638466064146
1,3,avis,notification,notification,-0.7088227636649725,notification_3,mentionner,0.5370683073997498,0.8277679516080443,0.2877969403301772,0.5699951857199924,0.6896969632509405,0.792638466064146
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,délai,0.657990574836731,0.8275313848910075,0.27312481433312746,0.5529011338327139,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,demande,0.6362351179122925,0.8666577415393866,0.315917034852281,0.6060828210077956,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,intéressé,0.6350904107093811,0.9864674268910782,0.16964366677918324,0.5515452927359454,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,décision,0.633732795715332,0.8452433662786096,0.1765056085933287,0.5076852063184009,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,statuer,0.6101239323616028,0.951614997814371,0.230530413868026,0.5842519808817767,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,mentionner,0.5861577391624451,0.9473832487241547,0.24087953389978303,0.5847411462528089,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,commission,0.5698819160461426,0.8323977121155349,0.23737994367020693,0.5398371985406284,0.6422448099732159,0.7087021790413517
1,4,avis,compétent,compétent,-0.2348829477793063,compétent_4,alinéa,0.5629945993423462,0.9965994391740925,0.22384573398055113,0.6203351876271105,0.6422448099732159,0.7087021790413517
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,intéressé,0.6731806397438049,0.9545508076246766,0.2875039751474933,0.630462863306477,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,délai,0.6677468419075012,0.93843895884991,0.3059455180136051,0.6231709190552549,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,mentionner,0.6647770404815674,0.8978464313007573,0.2298263962538245,0.5748109268326344,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,statuer,0.6374269127845764,0.8358572506735511,0.2551606398784968,0.5482831047814191,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,décision,0.6342896223068237,0.9123350491733768,0.22915206104826527,0.5699310492744881,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,demande,0.6214690208435059,0.8772975921947005,0.25930097080749104,0.5666431292051808,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,expiration,0.6087967157363892,0.8884250277860792,0.20937749979484327,0.5435425938539352,0.6756028833517551,0.6336543078358674
1,5,avis,alinéa,alinéa,-0.7569746956328666,alinéa_5,prévoir,0.5989405512809753,0.9580563176225939,0.176678160017914,0.5608203779835285,0.6756028833517551,0.6336543078358674
1,6,avis,défavorable,intéressé,-0.25777255676521416,intéressé,,,,,,0.6944700729423355,0.5665536154863781
