num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
1,0,table,table,table,0.0,table_0,tréteau,0.34360021352767944,0.8297692071830735,0.513097918408336,0.7463341221508377,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,ronde,0.521054744720459,0.830116674811533,0.2243942060743815,0.6667895452588323,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,salle,0.33819422125816345,0.9777359162489148,0.42638230560801166,0.829645564840955,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,plat,0.38257262110710144,0.9583141880809173,0.4680203922602009,0.829057803462227,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,rectangulaire,0.3548760414123535,0.8398198636925388,0.39125213807265546,0.7228868709300901,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,salle,0.33819422125816345,0.9267359162489148,0.4143823056080117,0.788966739889718,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,ronde,0.521054744720459,0.8411166748115328,0.3733942060743815,0.7171709926103137,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,tabouret,0.3949975371360779,0.8791105059602459,0.36871189496558726,0.7443437617380256,1.0,1.0,0.0,0.0,1.0441663680857876
1,0,table,table,table,0.0,table_0,formica,0.3430960178375244,0.7936742452512333,0.37449630141949797,0.6862007147866406,1.0,1.0,0.0,0.0,1.0441663680857876
1,1,table,salle,salle,0.4463697991887918,salle_1,chaise,0.5565904974937439,0.8198765259723162,0.28501142020047776,0.6805341777791102,0.33819419145584106,0.8557359104597536,0.47738232930606056,0.7570803136824762,1.0441663680857876
1,1,table,salle,salle,0.4463697991887918,salle_1,terrasse,0.4341801404953003,0.8460758360374737,0.4271540428136669,0.7344928088184595,0.33819419145584106,0.8557359104597536,0.47738232930606056,0.7570803136824762,1.0441663680857876
1,1,table,salle,salle,0.4463697991887918,salle_1,estrade,0.4157075583934784,0.9598520566627422,0.4664731600026516,0.8299512570482723,0.33819419145584106,0.8557359104597536,0.47738232930606056,0.7570803136824762,1.0441663680857876
1,1,table,salle,salle,0.4463697991887918,salle_1,dînatoire,0.4396107494831085,0.9596967974633903,0.3302845751121167,0.7965040377691943,0.33819419145584106,0.8557359104597536,0.47738232930606056,0.7570803136824762,1.0441663680857876
1,1,table,salle,salle,0.4463697991887918,salle_1,repas,0.42879635095596313,0.9814464355435879,0.4280104528273582,0.8368265110171298,0.33819419145584106,0.8557359104597536,0.47738232930606056,0.7570803136824762,1.0441663680857876
